THANKSGIVING	B-B-ACONTECIMENTO
UE	B-B-ORGANIZACAO
durante	B-B-TEMPO
o	B-I-TEMPO
segundo	I-I-TEMPO
semestre	I-I-TEMPO
de	I-I-TEMPO
2007	I-I-TEMPO
,	O
lançou	O
uma	O
conferência	O
intergovernamental	O
-LRB-	O
CIG	B-B-ACONTECIMENTO
-RRB-	O
nos	B-B-TEMPO
dias	B-I-TEMPO
23	I-I-TEMPO
e	O
24	B-B-TEMPO
de	B-I-TEMPO
Julho	I-I-TEMPO
,	O
para	O
acabar	O
a	O
redação	O
do	O
texto	O
,	O
coincidindo	O
com	O
a	O
reunião	O
de	O
ministros	B-B-PESSOA
dos	B-I-PESSOA
Negócios	I-I-PESSOA
Estrangeiros	I-I-PESSOA
.	O
O	O
novo	O
Tratado	B-B-OBRA
foi	O
apresentado	O
na	O
cimeira	O
de	B-B-TEMPO
18	B-I-TEMPO
de	I-I-TEMPO
Outubro	I-I-TEMPO
,	O
em	O
Lisboa	B-B-LOCAL
,	O
tendo	O
sido	O
assinado	O
pelos	O
representantes	O
dos	O
vários	O
governos	O
no	B-B-TEMPO
dia	B-I-TEMPO
13	I-I-TEMPO
de	I-I-TEMPO
Dezembro	I-I-TEMPO
de	I-I-TEMPO
2007	I-I-TEMPO
,	O
no	O
Mosteiro	B-B-LOCAL
dos	B-I-LOCAL
Jerónimos	I-I-LOCAL
.	O
Dar-se-á	O
agora	O
início	O
ao	O
processo	O
de	O
ratificação	O
com	O
o	O
objectivo	O
de	O
que	O
o	O
texto	O
entre	O
em	O
vigor	O
em	B-B-TEMPO
2009	B-I-TEMPO
.	O
A	O
MÚSICA	O
É	O
A	O
MENSAGEM	O
Por	O
Hari	B-B-PESSOA
Kunzru	B-I-PESSOA
A	O
relação	O
do	O
tecno	O
com	O
o	O
binômio	O
homem-máquina	O
,	O
no	O
diálogo	O
com	O
Jeff	B-B-PESSOA
Mills	B-I-PESSOA
,	O
o	O
legendário	O
produtor	O
de	O
tecno	O
de	O
Detroit	B-B-LOCAL
nos	O
leva	O
a	O
impressionantes	O
insights	O
do	O
impacto	O
que	O
a	O
terceira	O
onda	O
tem	O
causado	O
na	O
paisagem	O
contemporânea	O
.	O
Detroit	B-B-LOCAL
,	O
essa	O
``	O
cidade	O
portátil	O
''	O
,	O
virtualizada	O
na	O
minimalista	O
batida	O
de	O
um	O
sequenciador	O
automático	O
,	O
profetiza	O
em	O
sua	O
música	O
-	O
que	O
já	O
nos	O
deu	O
a	O
Motown	B-B-ORGANIZACAO
,	O
Stooges	B-B-PESSOA
,	O
e	O
MC5	B-B-PESSOA
-	O
o	O
zeitgeist	O
deste	B-B-TEMPO
início	B-I-TEMPO
de	I-I-TEMPO
milênio	I-I-TEMPO
.	O
Uma	O
Cidade	O
Difícil	O
Detroit	B-B-LOCAL
tem	O
por	B-B-TEMPO
longo	B-I-TEMPO
tempo	I-I-TEMPO
sido	O
um	O
lugar	O
de	O
referência	O
na	O
imaginação	O
sônica	O
.	O
Com	O
o	O
fim	O
da	O
escravatura	O
,	O
ela	O
se	O
tornou	O
,	O
como	O
Chicago	B-B-LOCAL
,	O
um	O
das	O
estações	O
ferroviárias	O
do	O
êxodo	O
negro	O
na	O
direção	O
do	O
norte	O
.	O
As	O
ferrovias	O
atuavam	O
como	O
artérias	O
culturais	O
,	O
trasmitindo	O
pessoas	O
e	O
formas	O
culturais	O
do	O
profundo	O
sul	O
de	O
New	B-B-LOCAL
Orleans	B-I-LOCAL
e	O
o	O
rural	O
Delta	B-B-LOCAL
do	B-I-LOCAL
Mississipi	I-I-LOCAL
,	O
pelo	O
centro-oeste	O
e	O
para	O
o	O
iluminado	O
mundo	O
novo	O
urbano	O
dos	O
Grandes	B-B-LOCAL
Lagos	B-I-LOCAL
.	O
No	O
processo	O
o	O
som	O
acústico	O
do	O
Blues	B-B-ABSTRACCAO
do	O
Delta	B-B-LOCAL
foi	O
exposto	O
ao	O
ruído	O
das	O
linhas	O
de	O
produção	O
industrial	O
,	O
e	O
se	O
transmutou	O
no	O
boogie	O
de	O
trem	O
a	O
vapor	O
,	O
de	O
chão	O
de	O
fábrica	O
do	O
Rythm	B-B-ABSTRACCAO
'n'	B-I-ABSTRACCAO
Blues	I-I-ABSTRACCAO
elétrico	O
.	O
O	O
Blues	B-B-ABSTRACCAO
de	O
Basin	B-B-LOCAL
Street	B-I-LOCAL
vira	O
a	O
Pegada	B-B-ABSTRACCAO
da	B-I-ABSTRACCAO
Cidade	I-I-ABSTRACCAO
Motor	I-I-ABSTRACCAO
-LRB-	O
Motor	B-B-ABSTRACCAO
City	B-I-ABSTRACCAO
Stomp	I-I-ABSTRACCAO
-RRB-	O
.	O
Quando	O
do	O
boom	O
dos	B-B-TEMPO
anos	B-I-TEMPO
sessenta	I-I-TEMPO
,	O
Detroit	B-B-LOCAL
era	O
sinônimo	O
das	O
esperançosas	O
ficções-soul	O
de	B-B-TEMPO
três	B-I-TEMPO
minutos	I-I-TEMPO
da	O
Motown	B-B-ORGANIZACAO
,	O
um	O
selo	O
cuja	O
ética	O
produtivista	O
e	O
apelo	O
de	O
mercado	O
massificado	O
foi	O
sempre	O
um	O
irônico	O
espelho	O
da	O
cultura	O
da	O
Ford	B-B-ORGANIZACAO
e	O
da	O
General	B-B-ORGANIZACAO
Motors	B-I-ORGANIZACAO
que	O
dominava	O
as	O
vidas	O
de	O
seu	O
jovem	O
público	O
negro	O
.	O
O	O
povo	O
da	O
Motown	B-B-ORGANIZACAO
deu	O
seus	O
primeiros	O
passos	O
dançando	O
nas	O
ruas	O
,	O
mas	O
,	O
à	O
medida	O
que	O
os	B-B-TEMPO
70	B-I-TEMPO
iam	O
passando	O
,	O
eles	O
foram	O
gradualmente	O
reduzidos	O
a	O
viver	O
só	O
para	O
a	O
cidade	O
.	O
Durante	B-B-TEMPO
os	B-I-TEMPO
desolados	I-I-TEMPO
anos	I-I-TEMPO
Reagan	I-I-TEMPO
,	O
Detroit	B-B-LOCAL
parecia	O
uma	O
zona	O
morta	O
,	O
um	O
símbolo	O
do	O
fim	O
da	O
velha	O
ordem	O
industrial	O
.	O
Mas	O
pelo	B-B-TEMPO
começo	B-I-TEMPO
dos	I-I-TEMPO
noventa	I-I-TEMPO
a	O
decadente	O
cidade	O
,	O
tendo	O
absorvido	O
o	O
trauma	O
da	O
crise	O
do	O
petróleo	O
e	O
a	O
recessão	O
mundial	O
,	O
reinventou-se	O
como	O
o	O
imaginário	O
e	O
sombrio	O
coração	O
de	O
uma	O
nova	O
cultura	O
urbana	O
global	O
.	O
O	O
tecno	O
de	O
Detroit	B-B-LOCAL
é	O
o	O
som	O
da	O
cidade	O
.	O
Não	O
das	O
pessoas	O
da	O
cidade	O
,	O
mas	O
da	O
própria	O
cidade	O
.	O
Os	O
humanos	O
,	O
se	O
eles	O
ainda	O
estão	O
vivos	O
mesmo	O
,	O
foram	O
totalmente	O
cooptados	O
pela	O
máquina	O
urbana	O
,	O
absorvidos	O
em	O
seus	O
processos	O
,	O
seus	O
corpos	O
disciplinados	O
pelos	O
ritmos	O
implacáveis	O
dela	O
.	O
Não	O
é	O
exagero	O
dizer	O
que	O
este	O
estilo	O
,	O
com	O
seus	O
frios	O
tons	O
sintéticos	O
e	O
batidas	O
rápidas	O
e	O
rígidas	O
de	O
quatro-por-quatro	O
teve	O
provavelmente	O
mais	O
influencia	O
no	O
tipo	O
de	O
música	O
que	O
soa	O
pelo	O
mundo	O
do	O
que	O
qualquer	O
outro	O
gênero	O
desde	O
o	O
Blues	B-B-ABSTRACCAO
.	O
Transmissões	O
do	O
Futuro	O
:	O
A	O
síntese	O
de	O
Detroit	B-B-ABSTRACCAO
de	O
grooves	O
de	O
trance	O
funk	O
e	O
futurismo	O
disco	O
europeu	O
foi	O
realizada	O
por	O
um	O
surpreendentemente	O
pequeno	O
círculo	O
de	O
produtores	O
,	O
que	O
começaram	O
seus	O
experimentos	O
em	B-B-TEMPO
meados	B-I-TEMPO
dos	I-I-TEMPO
80	I-I-TEMPO
.	O
As	O
estórias	O
de	O
Cybotron	B-B-PESSOA
,	O
Model	B-B-PESSOA
500	B-I-PESSOA
e	O
a	O
transição	O
da	O
disco	O
para	O
o	O
eletro-funk	O
para	O
o	O
tecno	O
foram	O
muito	O
bem	O
contadas	O
em	O
outras	O
paragens	O
por	O
escritores	O
como	O
Matthew	B-B-PESSOA
Collin	B-I-PESSOA
-LRB-	O
Altered	B-B-OBRA
State	B-I-OBRA
-RRB-	O
e	O
Kodwo	B-B-PESSOA
Eshun	B-I-PESSOA
-LRB-	O
More	B-B-OBRA
Brilliant	B-I-OBRA
Than	I-I-OBRA
The	I-I-OBRA
Sun	I-I-OBRA
:	I-I-OBRA
Adventures	I-I-OBRA
In	I-I-OBRA
Sonic	I-I-OBRA
Fiction	I-I-OBRA
-RRB-	O
.	O
Um	O
dos	O
pioneiros	O
foi	O
Jeff	B-B-PESSOA
Mills	B-I-PESSOA
,	O
que	O
,	O
como	O
produtor	O
e	O
DJ	O
,	O
tem	O
semeado	O
o	O
som	O
de	O
Durban	B-B-LOCAL
a	O
Tóquio	B-B-LOCAL
,	O
e	O
a	O
ele	O
não	O
se	O
deveria	O
atribuir	O
pouca	O
responsabilidade	O
pelo	O
fato	O
de	O
que	O
seres	O
urbanos	O
de	O
todo	O
o	O
mundo	O
agora	O
vivam	O
numa	O
paisagem	O
midiática	O
onde	O
enxutas	O
batidas	O
eletrônicas	O
servem	O
como	O
trilha	O
sonora	O
para	O
tudo	O
,	O
desde	O
idas	O
ao	O
shopping	O
e	O
suas	O
experiências	O
com	O
drogas	O
,	O
a	O
noites	O
em	O
casa	O
em	O
frente	O
da	O
tv	O
.	O
Mills	B-B-PESSOA
é	O
um	O
homem	O
calmo	O
,	O
um	O
tipo	O
parecido	O
com	O
um	O
pássaro	O
,	O
com	O
uma	O
cara	O
ossuda	O
e	O
longos	O
dedos	O
.	O
Quando	O
está	O
na	O
cabine	O
ele	O
usa	O
três	O
picapes	O
,	O
raramente	B-B-TEMPO
tocando	O
um	O
vinil	O
por	B-B-TEMPO
mais	B-I-TEMPO
de	I-I-TEMPO
um	I-I-TEMPO
minuto	I-I-TEMPO
,	O
e	O
frequentemente	B-B-TEMPO
abrindo	O
todos	O
os	O
três	O
canais	O
ao	O
mesmo	O
tempo	O
;	O
filtrando	O
o	O
som	O
,	O
logo	O
uma	O
picape	O
toca	O
a	O
linha	O
de	O
baixo	O
,	O
o	O
segundo	O
a	O
linha	O
do	O
meio	O
e	O
o	O
terceiro	O
a	O
linha	O
principal	O
.	O
Seu	O
envolvimento	O
com	O
as	O
máquinas	O
é	O
tão	O
intenso	O
,	O
tão	O
concentrado	O
que	O
,	O
como	O
ele	O
se	O
lança	O
do	O
mixer	O
para	O
a	O
picape	O
,	O
Mills	B-B-PESSOA
o	O
DJ	O
parece	O
evidentemente	O
um	O
componente	O
de	O
uma	O
assemblage	O
homem-máquina	O
,	O
um	O
sistema	O
que	O
inclui	O
público	O
,	O
PA	B-B-COISA
,	O
o	O
aparato	O
completo	O
da	O
produção	O
de	O
vinis	O
,	O
e	O
o	O
Stylus	B-B-COISA
de	O
cartucho	O
,	O
cuja	O
sensibilidade	O
ele	O
aprimorou	O
de	O
forma	O
que	O
o	O
cartucho	O
produza	O
um	O
triplo	O
zumbido	O
raivoso	O
e	O
metálico	O
.	O
Não	O
é	O
surpreendente	O
que	O
quando	O
Mills	B-B-PESSOA
descreve	O
a	O
experiencia	O
de	O
fazer	O
música	O
num	O
estúdio	O
,	O
ele	O
está	O
preocupado	O
com	O
a	O
frustração	O
que	O
sente	O
quando	O
``	O
a	O
mensagem	O
''	O
-LRB-	O
para	O
Mills	B-B-PESSOA
música	O
é	O
sempre	O
``	O
a	O
mensagem	O
''	O
,	O
ou	O
``	O
comunicação	O
''	O
-RRB-	O
é	O
perdida	O
ou	O
degradada	O
na	O
transmissão	O
da	O
mente	O
para	O
o	O
DAT	B-B-COISA
.	O
``	O
O	O
produtor	O
tem	O
de	O
transferir	O
o	O
que	O
ele	O
está	O
pensando	O
para	O
suas	O
mãos	O
e	O
então	O
para	O
a	O
máquina	O
,	O
''	O
ele	O
explica	O
.	O
``	O
Quanto	O
melhor	O
o	O
produtor	O
,	O
mais	O
clara	O
será	O
a	O
imagem	O
.	O
É	O
uma	O
tradução	O
de	O
minhas	O
mãos	O
para	O
a	O
máquina	O
.	O
E	O
é	O
aí	O
normalmente	O
onde	O
ela	O
-LSB-	O
a	O
máquina	O
-RSB-	O
,	O
se	O
perde	O
.	O
''	O
De	O
certa	O
forma	O
este	O
é	O
um	O
sentimento	O
padrão	O
,	O
um	O
anseio	O
expresso	O
por	O
todo	O
artista	O
desde	O
que	O
os	O
românticos	O
começaram	O
a	O
lamentar	O
a	O
lacuna	O
entre	O
a	O
inspiração	O
e	O
o	O
artefato	O
.	O
Mas	O
o	O
anseio	O
de	O
Mills	B-B-PESSOA
por	O
uma	O
simbiose	O
mais	O
próxima	O
com	O
seus	O
instrumentos	O
deriva	O
para	O
um	O
desejo	O
pela	O
cyborguização	O
,	O
pela	O
integração	O
física	O
.	O
``	O
O	O
que	O
eu	O
tenho	O
esperança	O
''	O
,	O
ele	O
diz	O
,	O
''	O
é	O
de	O
que	O
alguém	O
crie	O
um	O
sequenciador	O
que	O
traduza	O
o	O
que	O
você	O
está	O
pensando	O
para	O
um	O
teclado	O
ou	O
gerador	O
de	O
som	O
.	O
Muitas	O
idéias	O
ficam	O
perdidas	O
porque	O
não	O
podemos	O
fazer	O
com	O
que	O
nossas	O
máquinas	O
realizem	O
exatamente	O
o	O
que	O
nós	O
pensamos	O
.	O
''	O
Para	O
uma	O
cultura	O
musical	O
dominante	O
que	O
está	O
acostumada	O
a	O
tratar	O
álbuns	O
como	O
``	O
obras	O
''	O
,	O
objetos	O
invioláveis	O
que	O
contém	O
algum	O
tipo	O
de	O
essência	O
artística	O
,	O
a	O
concepção	O
de	O
Mills	B-B-PESSOA
sobre	O
música	O
pode	O
parecer	O
estranha	O
.	O
``	O
Depois	O
que	O
faz	O
o	O
álbum	O
''	O
,	O
ele	O
diz	O
,	O
``	O
você	O
põe	O
a	O
idéia	O
nas	O
mãos	O
do	O
DJ	O
e	O
é	O
ele	O
quem	O
decide	O
remodelar	O
essa	O
mensagem	O
no	O
momento	O
mais	O
oportuno	O
ou	O
da	O
melhor	O
forma	O
.	O
''	O
Ele	O
parece	O
pensar	O
a	O
obra	O
musical	O
como	O
processo	O
,	O
como	O
fluxo	O
de	O
informação	O
,	O
abrindo	O
um	O
canal	O
entre	O
produtor	O
e	O
público	O
dançante	O
.	O
A	O
linguagem	O
de	O
mensagens	O
,	O
comunicações	O
e	O
comunicados	O
oficiais	O
e	O
oficiosos	O
de	O
Mills	B-B-PESSOA
é	O
parte	O
da	O
teologia	O
que	O
guia	O
o	O
tecno	O
de	O
Detroit	B-B-LOCAL
:	O
a	O
estória	O
do	O
circuito	O
informacional	O
que	O
corre	O
do	O
futuro	O
para	O
o	O
presente	O
,	O
do	O
Claro	B-B-ABSTRACCAO
Amanhã	B-I-ABSTRACCAO
dos	O
cruzadores	O
pesados	O
drexciyanos	O
,	O
de	O
OVNIs	B-B-COISA
-LRB-	O
`	O
você	O
provavelmente	O
verá	O
um	O
voando	O
...	O
'	O
-RRB-	O
e	O
dos	O
anéis	O
de	O
Saturno	B-B-COISA
,	O
diretamente	O
de	O
volta	O
para	O
as	O
rôtas	O
rotas	O
de	B-B-TEMPO
hoje	B-I-TEMPO
.	O
É	O
um	O
circuito	O
que	O
canaliza	O
energia	O
através	O
do	O
corpo	O
do	O
produtor	O
para	O
seu	O
estúdio	O
,	O
energia	O
que	O
posteriormente	O
sai	O
pelo	O
PA	B-B-COISA
e	O
se	O
distribui	O
sobre	O
a	O
pista	O
de	O
dança	O
.	O
Detroit	B-B-ABSTRACCAO
mesma	O
é	O
uma	O
picape	O
satélite	O
,	O
coletando	O
e	O
amplificando	O
o	O
futuro-potencial	O
,	O
transmitindo-o	O
perpassando	O
carros	O
enferrujados	O
nas	O
ruas	O
da	O
cidade	O
...	O
Mills	B-B-PESSOA
:	O
``	O
Para	O
mim	O
,	O
-LSB-	O
minha	O
música	O
é	O
-RSB-	O
sobre	O
fazer	O
as	O
pesoas	O
sentirem	O
que	O
elas	O
estão	O
num	O
tempo	O
à	O
frente	O
deste	O
tempo	O
presente	O
.	O
Como	O
se	O
você	O
estivesse	O
ouvindo	O
alguém	O
falar	O
numa	O
língua	O
que	O
você	O
não	O
entende	O
,	O
ou	O
se	O
encontrasse	O
numa	O
vizinhança	O
desconhecida	O
.	O
Isso	O
quer	O
dizer	O
tirar	O
você	O
da	O
sua	O
base	O
,	O
deixando	O
o	O
ouvinte	O
desarmado	O
.	O
''	O
Ao	O
contrário	O
de	O
alguns	O
outros	O
produtores	O
,	O
o	O
futuro	O
criado	O
por	O
Mills	B-B-PESSOA
não	O
é	O
um	O
sonho	O
em	O
ficção	O
científica	O
de	O
puro	O
cromo	O
.	O
É	O
um	O
``	O
verfremdungseffekt	O
''	O
,	O
a	O
desorientação	O
do	O
potencial	O
puro	O
.	O
O	O
ataque	O
das	O
batidas	O
de	O
Detroit	B-B-ABSTRACCAO
é	O
apenas	O
um	O
assalto	O
pra	O
tirar	O
as	O
defesas	O
,	O
forçando	O
os	O
ouvintes	O
a	O
se	O
abrirem	O
para	O
a	O
mensagem	O
.	O
Na	O
internet	O
,	O
no	O
cinema	O
,	O
na	O
TV	O
,	O
na	O
Locadora	B-B-LOCAL
Carlos	B-B-PESSOA
Gerbase	B-I-PESSOA
faz	O
parte	O
de	O
uma	O
geração	O
de	O
cineastas	O
que	O
apareceu	O
em	O
Porto	B-B-LOCAL
Alegre	B-I-LOCAL
nos	B-B-TEMPO
anos	B-I-TEMPO
90	I-I-TEMPO
,	O
com	O
a	O
intenção	O
de	O
colocar	O
o	O
Rio	B-B-LOCAL
Grande	B-I-LOCAL
do	I-I-LOCAL
Sul	I-I-LOCAL
no	O
mapa	O
nacional	O
da	O
Sétima	B-B-ABSTRACCAO
Arte	B-I-ABSTRACCAO
.	O
Através	O
da	O
Casa	B-B-ORGANIZACAO
de	B-I-ORGANIZACAO
Cinema	I-I-ORGANIZACAO
de	O
Porto	B-B-LOCAL
Alegre	B-I-LOCAL
,	O
esse	O
grupo	O
produziu	O
obras-primas	O
como	O
o	O
curta-metragem	O
Ilha	B-B-OBRA
das	B-I-OBRA
Flores	I-I-OBRA
e	O
apresentou	O
para	O
o	O
país	O
cineastas	O
como	O
Jorge	B-B-PESSOA
Furtado	B-I-PESSOA
,	O
considerado	O
um	O
dos	O
mais	O
interessantes	O
realizadores	O
do	O
cinema	O
brasileiro	O
atual	O
.	O
Gerbase	B-B-PESSOA
faz	O
parte	O
desse	O
grupo	O
e	O
,	O
mantendo	O
a	O
tradição	O
,	O
coloca	O
mais	O
uma	O
questão	O
para	O
a	O
produção	O
nacional	O
ao	O
lançar	O
seu	O
novo	O
filme	O
3	B-B-OBRA
Efes	B-I-OBRA
simultaneamente	O
no	O
cinema	O
,	O
na	O
TV	O
,	O
na	O
internet	O
e	O
em	O
DVD	O
.	O
``	O
Só	O
faltou	O
a	O
versão	O
rádio	O
''	O
,	O
brincou	O
ele	O
,	O
bem-humorado	O
,	O
com	O
a	O
reportagem	O
do	O
jornal	O
fluminense	O
O	B-B-ORGANIZACAO
Globo	B-I-ORGANIZACAO
.	O
Segundo	O
a	O
sinopse	O
oferecida	O
pela	O
produção	O
do	O
filme	O
,	O
''	O
3	B-B-OBRA
Efes	B-I-OBRA
é	O
uma	O
comédia	O
dramática	O
que	O
aborda	O
as	O
dificuldades	O
-	O
afetivas	O
,	O
financeiras	O
e	O
culturais	O
-	O
enfrentadas	O
por	O
um	O
grupo	O
de	O
personagens	O
que	O
circula	O
em	O
torno	O
de	O
Sissi	B-B-PESSOA
,	O
uma	O
jovem	O
universitária	O
que	O
sustenta	O
,	O
a	O
duras	O
penas	O
,	O
o	O
pai	O
viúvo	O
e	O
o	O
irmão	O
pequeno	O
.	O
Nessa	O
situação	O
de	O
dificuldade	O
,	O
Sissi	B-B-PESSOA
recorre	O
aos	O
conselhos	O
de	O
sua	O
tia	O
,	O
Martina	B-B-PESSOA
,	O
uma	O
dona-de-casa	O
entediada	O
que	O
,	O
em	O
meio	O
a	O
uma	O
crise	O
no	O
seu	O
casamento	O
com	O
o	O
publicitário	O
Rogério	B-B-PESSOA
,	O
fica	O
irresistivelmente	O
atraída	O
por	O
William	B-B-PESSOA
,	O
um	O
simples	O
catador	O
de	O
papel	O
.	O
Rogério	B-B-PESSOA
também	O
está	O
em	O
apuros	O
:	O
sua	O
última	O
campanha	O
publicitária	O
deu	O
errado	O
,	O
e	O
agora	O
ele	O
precisa	O
dar	O
um	O
jeito	O
de	O
salvar	O
seu	O
emprego	O
-	O
de	O
qualquer	O
jeito	O
.	O
Assim	O
,	O
sob	O
todas	O
essas	O
pressões	O
do	O
cotidiano	O
,	O
os	O
personagens	O
acabam	O
tomando	O
importantes	O
decisões	O
que	O
vão	O
mudar	O
muita	O
coisa	O
entre	O
eles	O
-	O
e	O
também	O
provocar	O
algumas	O
situações	O
inusitadas	O
''	O
.	O
O	O
filme	O
,	O
que	O
chegou	O
ao	O
público	O
no	B-B-TEMPO
dia	B-I-TEMPO
7	I-I-TEMPO
de	I-I-TEMPO
dezembro	I-I-TEMPO
,	O
já	O
pode	O
ser	O
visto	O
pelo	O
site	O
www.3efes.com.br	O
.	O
Confira	O
a	O
entrevista	O
exclusiva	O
com	O
o	O
diretor	B-B-PESSOA
Carlos	B-I-PESSOA
Gerbase	I-I-PESSOA
:	O
2008	B-B-TEMPO
:	O
novas	O
entradas	O
em	O
bolsa	O
após	O
recuperação	O
confiança	O
A	O
recuperação	O
da	O
confiança	O
nos	O
mercados	O
de	O
capitais	O
deverá	O
estimular	O
a	O
entrada	O
de	O
novas	O
empresas	O
em	O
bolsa	O
,	O
quer	O
através	O
de	O
privatizações	O
,	O
como	O
ANA	B-B-ORGANIZACAO
,	O
TAP	B-B-ORGANIZACAO
e	O
Aquapor	B-B-ORGANIZACAO
,	O
quer	O
através	O
de	O
capital	O
privado	O
,	O
segundo	O
gestores	O
de	O
activos	O
contactados	O
pela	O
Lusa	B-B-PESSOA
.	O
O	O
Santander	B-B-ORGANIZACAO
Gestão	B-I-ORGANIZACAO
de	I-I-ORGANIZACAO
Activos	I-I-ORGANIZACAO
considera	O
que	O
''	O
o	B-B-TEMPO
início	B-I-TEMPO
de	I-I-TEMPO
2008	I-I-TEMPO
não	O
deverá	O
ter	O
muitas	O
novidades	O
em	O
termos	O
de	O
novas	O
entradas	O
em	O
bolsa	O
,	O
face	O
ao	O
aumento	O
de	O
aversão	O
ao	O
risco	O
verificado	O
nas	B-B-TEMPO
últimas	B-I-TEMPO
semanas	I-I-TEMPO
e	O
a	O
redução	O
de	O
liquidez	O
verificada	O
nos	O
mercados	O
financeiros	O
''	O
.	O
No	O
entanto	O
,	O
salienta	O
,	O
``	O
à	O
medida	O
que	O
os	O
níveis	O
de	O
confiança	O
forem	O
recuperando	O
é	O
de	O
esperar	O
novas	O
entradas	O
de	O
empresas	O
na	O
bolsa	O
portuguesa	O
''	O
.	O
O	O
Santander	B-B-ORGANIZACAO
Gestão	B-I-ORGANIZACAO
de	I-I-ORGANIZACAO
Activos	I-I-ORGANIZACAO
aponta	O
para	O
que	O
as	O
novas	O
listagens	O
no	B-B-TEMPO
próximo	B-I-TEMPO
ano	I-I-TEMPO
na	O
Euronext	B-B-ORGANIZACAO
Lisboa	B-I-ORGANIZACAO
aconteçam	O
quer	O
através	O
de	O
privatizações	O
,	O
dando	O
como	O
exemplos	O
os	O
casos	O
da	O
ANA	B-B-ORGANIZACAO
e	O
da	O
TAP	B-B-ORGANIZACAO
,	O
quer	O
através	O
de	O
sociedades	O
de	O
capital	O
privado	O
como	O
o	O
grupo	O
Visabeira	B-B-ORGANIZACAO
.	O
Opinião	O
idêntica	O
tem	O
o	O
gestor	O
do	O
Banif	B-B-ORGANIZACAO
Gestão	B-I-ORGANIZACAO
de	I-I-ORGANIZACAO
Activos	I-I-ORGANIZACAO
,	O
Pedro	B-B-PESSOA
Castro	B-I-PESSOA
,	O
para	O
quem	O
a	O
expectativa	O
é	O
que	O
se	O
estreiem	O
na	O
bolsa	O
portuguesa	O
,	O
além	O
da	O
ANA	B-B-ORGANIZACAO
e	O
da	O
TAP	B-B-ORGANIZACAO
,	O
também	O
a	O
Aquapor	B-B-ORGANIZACAO
,	O
a	O
Sonae	B-B-ORGANIZACAO
Capital	B-I-ORGANIZACAO
e	O
a	O
Neo	B-B-ORGANIZACAO
.	O
No	B-B-TEMPO
ano	B-I-TEMPO
que	O
agora	O
termina	O
houve	O
duas	O
entradas	O
na	O
bolsa	O
portuguesa	O
,	O
concretamente	O
da	O
REN	B-B-ORGANIZACAO
-LRB-	O
através	O
da	O
privatização	O
de	O
24	B-B-VALOR
%	B-I-VALOR
do	O
capital	O
-RRB-	O
e	O
da	O
Martifer	B-B-ORGANIZACAO
.	O
FAZER	O
A	O
FESTA	O
,	O
LANÇAR	O
OS	O
FOGUETES	O
E	O
APANHAR	O
AS	O
CANAS	O
:	O
Ao	O
que	O
parece	O
,	O
Paulo	B-B-PESSOA
Pinto	B-I-PESSOA
Mascarenhas	I-I-PESSOA
tem	O
a	O
convicção	O
firme	O
de	O
que	O
certa	O
personagem	O
que	O
interpretei	O
está	O
a	O
falar	O
com	O
ele	O
.	O
A	O
generalidade	O
dos	O
malucos	O
ouve	O
a	O
voz	O
de	O
Jesus	B-B-PESSOA
Cristo	B-I-PESSOA
;	O
PPM	B-B-PESSOA
ouve	O
a	O
minha	O
.	O
Enfim	O
,	O
cada	O
um	O
tem	O
a	O
Alexandra	B-B-PESSOA
Solnado	B-I-PESSOA
que	O
merece	O
e	O
,	O
mesmo	O
sendo	O
ateu	O
,	O
parece-me	O
mais	O
do	O
que	O
justo	O
que	O
eu	O
tenha	O
pior	O
sorte	O
que	O
o	O
Messias	B-B-PESSOA
.	O
Talvez	O
seja	O
bom	O
explicar	O
o	O
que	O
se	O
passa	O
.	O
O	O
povo	O
português	O
tem	O
tido	O
,	O
até	O
agora	O
,	O
a	O
decência	O
de	O
não	O
delegar	O
em	O
PPM	B-B-PESSOA
qualquer	O
espécie	O
de	O
poder	O
.	O
Mas	O
a	O
verdade	O
é	O
que	O
o	O
povo	O
português	O
não	O
tem	O
sido	O
tão	O
sensato	O
no	O
que	O
respeita	O
a	O
outras	O
pessoas	O
.	O
Eu	O
sei	O
que	O
esta	O
notícia	O
vai	O
cair	O
como	O
uma	O
bomba	O
no	O
31	B-B-LOCAL
da	B-I-LOCAL
Armada	I-I-LOCAL
,	O
mas	O
há	O
gente	O
um	O
pouco	O
mais	O
poderosa	O
do	O
que	O
o	O
PPM	B-B-PESSOA
.	O
É	O
uma	O
coisa	O
muito	O
ligeira	O
,	O
mas	O
tem	O
,	O
de	O
facto	O
,	O
um	O
bocadinho	O
mais	O
de	O
poder	O
.	O
E	O
essa	O
gente	O
,	O
quando	O
se	O
sente	O
atingida	O
,	O
ou	O
quando	O
sente	O
que	O
os	O
amigos	O
foram	O
atingidos	O
-LRB-	O
mesmo	O
que	O
seja	O
por	O
uma	O
rábula	O
humorística	O
-RRB-	O
,	O
pressiona	O
,	O
corta	O
relações	O
com	O
a	O
estação	O
de	O
televisão	O
em	O
que	O
a	O
rábula	O
foi	O
emitida	O
,	O
manda	O
recados	O
com	O
ameaças	O
,	O
faz	O
saber	O
que	O
ficará	O
à	O
espera	O
de	O
uma	O
oportunidade	O
para	O
nos	O
fazer	O
,	O
digamos	O
,	O
coisas	O
bonitas	O
